ITEM NAME,CATEGORY NAME,SKU,HSN,UNIT NAME,ALERT QTY,BRAND NAME,LOT NUMBER,PRICE BEFORE TAX,TAX NAME,TAX VALUE,TAX TYPE,SALES PRICE,OPENING STOCK,CUSTOM BARCODE,SELLER POINTS,ITEM DESCIPTION,DISCOUNT TYPE,DISCOUNT,MRP,editeur,verificateur,traducteur,auteur,couverture,nature_de_Papier,n_edition,ISBN,annee_edition,emplacement,collection,BL,FA,theme
الاوراق التجارية -دراسة في وسائل الاداء و الائتمان -,livres,5555,HSN11,PIECES,1,Brand 1,11,,TVA,20,Inclusive,100,1,1995185,10,الاوراق التجارية -دراسة في وسائل الاداء و الائتمان -,Percentage,30,,دار الأفاق المغربية,,,محمد اخياظ,,,,,2023,,,,,القانون التجاري 
البعد البيئي للسياسة العمومية التعميرية بالمغرب,livres,5555,HSN12,PIECES,1,Brand 1,11,,TVA,20,Inclusive,75,1,9789920996167,10,البعد البيئي للسياسة العمومية التعميرية بالمغرب,Percentage,30,,دار الأفاق المغربية,,,فاكمة الزهراء سعيدي,,,,,2022,,,,,القانون العقاري 
التحكيم الداخلي و الدولي على ضوء قانون التحكيم المغربي الجديد,livres,5555,HSN13,PIECES,1,Brand 1,11,,TVA,20,Inclusive,100,1,9789920508070,10,التحكيم الداخلي و الدولي على ضوء قانون التحكيم المغربي الجديد,Percentage,30,,دار الأفاق المغربية,,,عبد الاالاه المحبوب,,,,,2023,,,,,القانون التجاري 
التدبير العمراني بالمغرب,livres,5555,HSN14,PIECES,1,Brand 1,11,,TVA,20,Inclusive,150,1,9789920791557,10,التدبير العمراني بالمغرب,Percentage,30,,مكتبة الرشاد,,,مصطفى جرموني,,,,,2021,,,,,القانون العقاري 
التنظيم الاداري المغربي ط 4 2021,livres,5555,HSN15,PIECES,1,Brand 1,11,,TVA,20,Inclusive,70,1,9789920342498,10,التنظيم الاداري المغربي ط 4 2021,Percentage,30,,دار الأفاق المغربية,,,عبد الواحد القريسي,,,,,2021,,,,,القانون الإداري 
التنظيم القانوني لاعلان التجاري,livres,5555,HSN16,PIECES,1,Brand 1,11,,TVA,20,Inclusive,125,1,9789954693698,10,التنظيم القانوني لاعلان التجاري,Percentage,25,,دار نشر المعرفة,,,احمد بوصوف,,,,,2021,,,,,القانون التجاري 
التنظيم القضائي,livres,5555,HSN17,PIECES,1,Brand 1,11,,TVA,20,Inclusive,120,1,9789920656511,10,التنظيم القضائي,Percentage,30,,مكتبة الرشاد,,,محمد نعناني,,,,,2022,,,,,القانون المدني 
التنظيم القضائي 2022,livres,5555,HSN18,PIECES,1,Brand 1,11,,TVA,20,Inclusive,80,1,9789954321074,10,التنظيم القضائي 2022,Percentage,25,,المؤلف,,,عبد الرحمان الشرقاوي,,,,,2022,,,,,القانون المدني 
التنظيم القضائي المغربي,livres,5555,HSN19,PIECES,1,Brand 1,11,,TVA,20,Inclusive,120,1,9789920765923,10,التنظيم القضائي المغربي,Percentage,30,,دار الأفاق المغربية,,,عبد القادر قرموش,,,,,2022,,,,,القانون المدني 
التنظيم القضائي ط 8,livres,5555,HSN20,PIECES,1,Brand 1,11,,TVA,20,Inclusive,90,1,9789954321075,10,التنظيم القضائي ط 8,Percentage,25,,المؤلف,,,عبد الرحمان الشرقاوي,,,,,2022,,,,,القانون المدني 
التوازن العقدي بين المكري و المكتري في القانون رقم 67.12,livres,5555,HSN21,PIECES,1,Brand 1,11,,TVA,20,Inclusive,85,1,9789920765626,10,التوازن العقدي بين المكري و المكتري في القانون رقم 67.12,Percentage,30,,دار الأفاق المغربية,,,محمد زرال,,,,,2021,,,,,القانون التجاري 
التوجهات الحديثة لمحكمة لنقض 1/2,livres,5555,HSN22,PIECES,1,Brand 1,11,,TVA,20,Inclusive,180,1,9789954543955,10,التوجهات الحديثة لمحكمة لنقض 1/2,Percentage,25,,مجلة القضاء المدني,,,زكرياء العماري,,,,,2023,,,,,القضاء 
الجماعات الترابية بالمغرب,livres,5555,HSN23,PIECES,1,Brand 1,11,,TVA,20,Inclusive,120,1,9789920791670,10,الجماعات الترابية بالمغرب,Percentage,30,,مكتبة الرشاد,,,سعيد جفري,,,,,2022,,,,,القانون العام
الحجوزات في قانون المسطرة المدنية المغربي,livres,5555,HSN24,PIECES,1,Brand 1,11,,TVA,20,Inclusive,120,1,9789920988186,10,الحجوزات في قانون المسطرة المدنية المغربي,Percentage,30,,دار الأفاق المغربية,,,محمد بلحاج الفحصي,,,,,2022,,,,,القانون المدني 
الحد من الجريمة و حماية حقوق الانسان,livres,5555,HSN25,PIECES,1,Brand 1,11,,TVA,20,Inclusive,160,1,9789920765893,10,الحد من الجريمة و حماية حقوق الانسان,Percentage,30,,دار الأفاق المغربية,,,سعيد بوتشكوكت,,,,,2022,,,,,القانون الجنائي 
الحلول الاجرائي في قانون المسطرة المدنية,livres,5555,HSN26,PIECES,1,Brand 1,11,,TVA,20,Inclusive,85,1,9789920765978,10,الحلول الاجرائي في قانون المسطرة المدنية,Percentage,30,,دار الأفاق المغربية,,,محمد الهبول,,,,,2022,,,,,القانون المدني 
الحماية الجنائية لتنفيذ الاحكام القضائية في الميدان المدني,livres,5555,HSN27,PIECES,1,Brand 1,11,,TVA,20,Inclusive,75,1,9789920656740,10,الحماية الجنائية لتنفيذ الاحكام القضائية في الميدان المدني,Percentage,30,,مكتبة الرشاد,,,بوشعيب الشرافي,,,,,2023,,,,,القانون الجنائي 
الحماية الجنائية للعمران بالمغرب في ضوء القانون الجنائي للتعمير,livres,5555,HSN28,PIECES,1,Brand 1,11,,TVA,20,Inclusive,120,1,9789920329989,10,الحماية الجنائية للعمران بالمغرب في ضوء القانون الجنائي للتعمير,Percentage,30,,مكتبة الرشاد,,,عمر مبروك,,,,,2021,,,,,القانون الجنائي 
الحماية القانونية للمستهلك في التشريع المغربي,livres,5555,HSN29,PIECES,1,Brand 1,11,,TVA,20,Inclusive,110,1,9789920765602,10,الحماية القانونية للمستهلك في التشريع المغربي,Percentage,30,,دار الأفاق المغربية,,,عبد اللطيف بوعلام,,,,,2021,,,,,قانون المستهلك
الحماية القانونية لمشتري العقار في طور الإنجاز,livres,5555,HSN30,PIECES,1,Brand 1,11,,TVA,20,Inclusive,90,1,9789920946308,10,الحماية القانونية لمشتري العقار في طور الإنجاز,Percentage,30,,دار الافاق المغربية,,,ألياس العابوسي,,,,,2021,,,,,القانون العقاري 
الدليل العملي لاجراءات التقاضي امام المحاكم ط 2,livres,5555,HSN31,PIECES,1,Brand 1,11,,TVA,20,Inclusive,100,1,9789920791434,10,الدليل العملي لاجراءات التقاضي امام المحاكم ط 2,Percentage,30,,مكتبة الرشاد,,,الشرقي الحراث,,,,,2021,,,,,القضاء 
الدليل القانوني و القضائي للعمل البنكي بالمغرب,livres,5555,HSN32,PIECES,1,Brand 1,11,,TVA,20,Inclusive,140,1,9789920765916,10,الدليل القانوني و القضائي للعمل البنكي بالمغرب,Percentage,30,,دار الأفاق المغربية,,,عبد الرحيم المؤذن,,,,,2022,,,,,القانون البنكي
الذكاء الصناعي,livres,5555,HSN33,PIECES,1,Brand 1,11,,TVA,20,Inclusive,80,1,9789920508100,10,الذكاء الصناعي,Percentage,30,,دار الأفاق المغربية,,,حسن السوسي,,,,,2023,,,,,القانون التجاري 
الرجل البرئ The Innocent Man,livres,5555,HSN34,PIECES,1,Brand 1,11,,TVA,20,Inclusive,100,1,9789920645270,10,الرجل البرئ The Innocent Man,Percentage,30,,دار الأفاق المغربية,,,مصطفى عثمان,,,,,2021,,,,,رواية 
الزمن في قانون الاستهلاك,livres,5555,HSN35,PIECES,1,Brand 1,11,,TVA,20,Inclusive,55,1,9789920765657,10,الزمن في قانون الاستهلاك,Percentage,30,,دار الأفاق المغربية,,,سكينة نصور,,,,,2021,,,,,قانون المستهلك
السياسة الجنائية في المجال المعلوماتي في التشريع المغربي,livres,5555,HSN36,PIECES,1,Brand 1,11,,TVA,20,Inclusive,80,1,9789920656573,10,السياسة الجنائية في المجال المعلوماتي في التشريع المغربي,Percentage,30,,مكتبة الرشاد,,,عبد الجليل مهرار,,,,,2022,,,,,القانون الجنائي 
السياسة الجنائية في مواجهة جرائم الفساد,livres,5555,HSN37,PIECES,1,Brand 1,11,,TVA,20,Inclusive,135,1,9789954543795,10,السياسة الجنائية في مواجهة جرائم الفساد,Percentage,30,,دار الأفاق المغربية,,,كوثر بوعسرية,,,,,2021,,,,,القانون الجنائي 
السياسة الجنائية في مواجهة جرائم الفساد المالي و الاداري,livres,5555,HSN38,PIECES,1,Brand 1,11,,TVA,20,Inclusive,150,1,9789920656429,10,السياسة الجنائية في مواجهة جرائم الفساد المالي و الاداري,Percentage,30,,مكتبة الرشاد,,,اشرف لصابري,,,,,2021,,,,,القانون الجنائي 
السياسة الجنائية و النموذج التنموي الجديد,livres,5555,HSN39,PIECES,1,Brand 1,11,,TVA,20,Inclusive,100,1,9789920508025,10,السياسة الجنائية و النموذج التنموي الجديد,Percentage,30,,دار الأفاق المغربية,,,عزيز بنزيان,,,,,2023,,,,,القانون الجنائي 
الشرح العملي لقانون التنظيم القضائي 38.15,livres,5555,HSN40,PIECES,1,Brand 1,11,,TVA,20,Inclusive,120,1,9789920656665,10,الشرح العملي لقانون التنظيم القضائي 38.15,Percentage,30,,مكتبة الرشاد,,,محمد نعناني,,,,,2022,,,,,القانون المدني 
العمل القضائي في قضايا المنازعات العقارية,livres,5555,HSN41,PIECES,1,Brand 1,11,,TVA,20,Inclusive,120,1,9789920302517,10,العمل القضائي في قضايا المنازعات العقارية,Percentage,25,,المؤلف,,,عبد العزيز ادزني,,,,,2022,,,,,القانون المدني 
القانون الجنائي المغربي ع 3,livres,5555,HSN42,PIECES,1,Brand 1,11,,TVA,20,Inclusive,60,1,20200013,10,القانون الجنائي المغربي ع 3,Percentage,25,,المؤلف,,,خليل مرزوق,,,,,2022,,,,,القانون الجنائي 
القانون الجنائي المغربي ع 3,livres,5555,HSN43,PIECES,1,Brand 1,11,,TVA,20,Inclusive,60,1,27378162303,10,القانون الجنائي المغربي ع 3,Percentage,25,,المؤلف,,,خليل مرزوق,,,,,2023,,,,,القانون الجنائي 
القانون الجنائي ع 1 /2021.2022,livres,5555,HSN44,PIECES,1,Brand 1,11,,TVA,20,Inclusive,33,1,97899547094291,10,القانون الجنائي ع 1 /2021.2022,Percentage,25,,دار القانون و الثقافة,,,عبد الكريم كمران,,,,,2021,,,,,القانون الجنائي 
القانون الجنائي ع 1 2022/2023,livres,5555,HSN45,PIECES,1,Brand 1,11,,TVA,20,Inclusive,33,1,9789954709421,10,القانون الجنائي ع 1 2022/2023,Percentage,25,,المؤلف,,,عبد الكريم كمران,,,,,2023,,,,,القانون الجنائي 
