ITEM NAME,CATEGORY NAME,SKU,HSN,UNIT NAME,ALERT QTY,BRAND NAME,LOT NUMBER,PRICE BEFORE TAX,TAX NAME,TAX VALUE,TAX TYPE,SALES PRICE,OPENING STOCK,CUSTOM BARCODE,SELLER POINTS,ITEM DESCIPTION,DISCOUNT TYPE,DISCOUNT,MRP,editeur,verificateur,traducteur,auteur,couverture,nature_de_Papier,n_edition,ISBN,annee_edition,emplacement,collection,BL,FA,theme,image
TOKYO GHOUL - TOME 06,livres,,,PIECES,5,Brand 1,11,96.00,TVA,20,Inclusive,67.2,10,9782723499361,10,,Percentage,30,96.00, GLENAT,,, ISHIDA |  ISHIDA SUI |  XXX,,,,,02/07/2014,,,,,"BANDES DESSINÉES, COMICS, MANGAS",uploads/items/10.jpg
TOKYO GHOUL - TOME 07,livres,,,PIECES,5,Brand 1,11,96.00,TVA,20,Inclusive,67.2,10,9782344001844,10,,Percentage,30,96.00, GLENAT,,, ISHIDA |  ISHIDA SUI |  XXX,,,,,03/09/2014,,,,,"BANDES DESSINÉES, COMICS, MANGAS",uploads/items/11.jpg
TOKYO GHOUL - TOME 08,livres,,,PIECES,5,Brand 1,11,96.00,TVA,20,Inclusive,67.2,10,9782344004258,10,,Percentage,30,96.00, GLENAT,,, ISHIDA |  ISHIDA SUI |  XXX,,,,,05/11/2014,,,,,"BANDES DESSINÉES, COMICS, MANGAS",uploads/items/12.jpg
TOKYO GHOUL - TOME 09,livres,,,PIECES,5,Brand 1,11,96.00,TVA,20,Inclusive,67.2,10,9782344004951,10,,Percentage,30,96.00, GLENAT,,, ISHIDA |  ISHIDA SUI |  XXX,,,,,07/01/2015,,,,,"BANDES DESSINÉES, COMICS, MANGAS",uploads/items/13.jpg
TOKYO GHOUL - TOME 10,livres,,,PIECES,5,Brand 1,11,96.00,TVA,20,Inclusive,67.2,10,9782344006474,10,,Percentage,30,96.00, GLENAT,,, ISHIDA |  ISHIDA-S |  ISHIDA SUI |  XXX,,,,,04/03/2015,,,,,"BANDES DESSINÉES, COMICS, MANGAS",uploads/items/14.jpg
TOKYO GHOUL - TOME 11,livres,,,PIECES,5,Brand 1,11,96.00,TVA,20,Inclusive,67.2,10,9782344006580,10,,Percentage,30,96.00, GLENAT,,, ISHIDA |  ISHIDA SUI |  XXX,,,,,06/05/2015,,,,,"BANDES DESSINÉES, COMICS, MANGAS",uploads/items/15.jpg
TOKYO GHOUL - TOME 12,livres,,,PIECES,5,Brand 1,11,96.00,TVA,20,Inclusive,67.2,10,9782344008997,10,,Percentage,30,96.00, GLENAT,,, ISHIDA |  ISHIDA SUI |  XXX,,,,,01/07/2015,,,,,"BANDES DESSINÉES, COMICS, MANGAS",uploads/items/16.jpg
TOKYO GHOUL - TOME 13,livres,,,PIECES,5,Brand 1,11,96.00,TVA,20,Inclusive,67.2,10,9782344009130,10,,Percentage,30,96.00, GLENAT,,, ISHIDA |  ISHIDA SUI |  XXX,,,,,30/09/2015,,,,,"BANDES DESSINÉES, COMICS, MANGAS",uploads/items/17.jpg
TOKYO GHOUL - TOME 14,livres,,,PIECES,5,Brand 1,11,96.00,TVA,20,Inclusive,67.2,10,9782344010266,10,,Percentage,30,96.00, GLENAT,,, ISHIDA |  ISHIDA SUI |  XXX,,,,,25/11/2015,,,,,"BANDES DESSINÉES, COMICS, MANGAS",uploads/items/18.jpg
TOKYO GHOUL RE - TOME 01,livres,,,PIECES,5,Brand 1,11,96.00,TVA,20,Inclusive,67.2,10,9782344013267,10,,Percentage,30,96.00, GLENAT,,, ISHIDA |  ISHIDA SUI |  XXX,,,,,06/01/2016,,,,,"BANDES DESSINÉES, COMICS, MANGAS",uploads/items/19.jpg
TOKYO GHOUL RE - TOME 02,livres,,,PIECES,5,Brand 1,11,96.00,TVA,20,Inclusive,67.2,10,9782344013250,10,,Percentage,30,96.00, GLENAT,,, ISHIDA |  ISHIDA SUI |  XXX,,,,,02/03/2016,,,,,"BANDES DESSINÉES, COMICS, MANGAS",uploads/items/20.jpg
TOKYO GHOUL RE - TOME 03,livres,,,PIECES,5,Brand 1,11,96.00,TVA,20,Inclusive,67.2,10,9782344013243,10,,Percentage,30,96.00, GLENAT,,, ISHIDA |  ISHIDA SUI |  XXX,,,,,11/05/2016,,,,,"BANDES DESSINÉES, COMICS, MANGAS",uploads/items/21.jpg
TOKYO GHOUL RE - TOME 04,livres,,,PIECES,5,Brand 1,11,96.00,TVA,20,Inclusive,67.2,10,9782344014936,10,,Percentage,30,96.00, GLENAT,,, ISHIDA |  ISHIDA SUI |  XXX,,,,,06/07/2016,,,,,"BANDES DESSINÉES, COMICS, MANGAS",uploads/items/22.jpg
TOKYO GHOUL RE - TOME 05,livres,,,PIECES,5,Brand 1,11,96.00,TVA,20,Inclusive,67.2,10,9782344017449,10,,Percentage,30,96.00, GLENAT,,, ISHIDA |  ISHIDA SUI |  XXX,,,,,14/09/2016,,,,,"BANDES DESSINÉES, COMICS, MANGAS",uploads/items/23.jpg
TOKYO GHOUL RE - TOME 16,livres,,,PIECES,5,Brand 1,11,108.00,TVA,20,Inclusive,75.6,10,9782344035283,10,,Percentage,30,108.00, GLENAT,,, ISHIDA SUI,,,,,17/04/2019,,,,,"BANDES DESSINÉES, COMICS, MANGAS",uploads/items/24.jpg
TOKYO REVENGERS - TOME 02,livres,,,PIECES,5,Brand 1,11,96.00,TVA,20,Inclusive,67.2,10,9782344035306,10,,Percentage,30,96.00, GLENAT,,, WAKUI KEN,,,,,19/06/2019,,,,,"BANDES DESSINÉES, COMICS, MANGAS",uploads/items/25.jpg
TOKYO REVENGERS - TOME 03,livres,,,PIECES,5,Brand 1,11,96.00,TVA,20,Inclusive,67.2,10,9782344035313,10,,Percentage,30,96.00, GLENAT,,, WAKUI KEN,,,,,21/08/2019,,,,,"BANDES DESSINÉES, COMICS, MANGAS",uploads/items/1.jpg
TOKYO REVENGERS - TOME 04,livres,,,PIECES,5,Brand 1,11,96.00,TVA,20,Inclusive,67.2,10,9782344035320,10,,Percentage,30,96.00, GLENAT,,, WAKUI KEN,,,,,02/10/2019,,,,,"BANDES DESSINÉES, COMICS, MANGAS",uploads/items/2.jpg
TOKYO REVENGERS - TOME 05,livres,,,PIECES,5,Brand 1,11,96.00,TVA,20,Inclusive,67.2,10,9782344035337,10,,Percentage,30,96.00, GLENAT,,, WAKUI KEN,,,,,02/01/2020,,,,,"BANDES DESSINÉES, COMICS, MANGAS",uploads/items/3.jpg
TOKYO REVENGERS - TOME 06,livres,,,PIECES,5,Brand 1,11,96.00,TVA,20,Inclusive,67.2,10,9782344040331,10,,Percentage,30,96.00, GLENAT,,, WAKUI KEN,,,,,04/03/2020,,,,,"BANDES DESSINÉES, COMICS, MANGAS",uploads/items/4.jpg
TOKYO REVENGERS - TOME 07,livres,,,PIECES,5,Brand 1,11,96.00,TVA,20,Inclusive,67.2,10,9782344040348,10,,Percentage,30,96.00, GLENAT,,, WAKUI KEN,,,,,17/06/2020,,,,,"BANDES DESSINÉES, COMICS, MANGAS",uploads/items/5.jpg
TOKYO REVENGERS - TOME 08,livres,,,PIECES,5,Brand 1,11,96.00,TVA,20,Inclusive,67.2,10,9782344040355,10,,Percentage,30,96.00, GLENAT,,, WAKUI KEN,,,,,02/09/2020,,,,,"BANDES DESSINÉES, COMICS, MANGAS",uploads/items/6.jpg
TOKYO REVENGERS - TOME 09,livres,,,PIECES,5,Brand 1,11,96.00,TVA,20,Inclusive,67.2,10,9782344040362,10,,Percentage,30,96.00, GLENAT,,, WAKUI KEN,,,,,04/11/2020,,,,,"BANDES DESSINÉES, COMICS, MANGAS",uploads/items/7.jpg
TOKYO REVENGERS - TOME 10,livres,,,PIECES,5,Brand 1,11,96.00,TVA,20,Inclusive,67.2,10,9782344040379,10,,Percentage,30,96.00, GLENAT,,, WAKUI KEN,,,,,06/01/2021,,,,,"BANDES DESSINÉES, COMICS, MANGAS",uploads/items/8.jpg
TOKYO REVENGERS - TOME 11,livres,,,PIECES,5,Brand 1,11,96.00,TVA,20,Inclusive,67.2,10,9782344040577,10,,Percentage,30,96.00, GLENAT,,, WAKUI KEN,,,,,03/03/2021,,,,,"BANDES DESSINÉES, COMICS, MANGAS",uploads/items/9.jpg
TOKYO REVENGERS - TOME 12,livres,,,PIECES,5,Brand 1,11,96.00,TVA,20,Inclusive,67.2,10,9782344040584,10,,Percentage,30,96.00, GLENAT,,, WAKUI KEN,,,,,07/04/2021,,,,,"BANDES DESSINÉES, COMICS, MANGAS",uploads/items/10.jpg
TOKYO REVENGERS - TOME 13,livres,,,PIECES,5,Brand 1,11,96.00,TVA,20,Inclusive,67.2,10,9782344041611,10,,Percentage,30,96.00, GLENAT,,, WAKUI KEN,,,,,07/07/2021,,,,,"BANDES DESSINÉES, COMICS, MANGAS",uploads/items/11.jpg
TOKYO REVENGERS - TOME 14,livres,,,PIECES,5,Brand 1,11,96.00,TVA,20,Inclusive,67.2,10,9782344043325,10,,Percentage,30,96.00, GLENAT,,, WAKUI KEN,,,,,01/09/2021,,,,,"BANDES DESSINÉES, COMICS, MANGAS",uploads/items/12.jpg
TOKYO REVENGERS - TOME 15,livres,,,PIECES,5,Brand 1,11,96.00,TVA,20,Inclusive,67.2,10,9782344043332,10,,Percentage,30,96.00, GLENAT,,, WAKUI KEN,,,,,10/11/2021,,,,,"BANDES DESSINÉES, COMICS, MANGAS",uploads/items/13.jpg
TOKYO REVENGERS - TOME 16,livres,,,PIECES,5,Brand 1,11,96.00,TVA,20,Inclusive,67.2,10,9782344045435,10,,Percentage,30,96.00, GLENAT,,, WAKUI KEN,,,,,19/01/2022,,,,,"BANDES DESSINÉES, COMICS, MANGAS",uploads/items/14.jpg
TOKYO REVENGERS - TOME 17,livres,,,PIECES,5,Brand 1,11,96.00,TVA,20,Inclusive,67.2,10,9782344049273,10,,Percentage,30,96.00, GLENAT,,, WAKUI KEN,,,,,16/03/2022,,,,,"BANDES DESSINÉES, COMICS, MANGAS",uploads/items/15.jpg
TOKYO REVENGERS - TOME 18,livres,,,PIECES,5,Brand 1,11,96.00,TVA,20,Inclusive,67.2,10,9782344049280,10,,Percentage,30,96.00, GLENAT,,, WAKUI KEN,,,,,18/05/2022,,,,,"BANDES DESSINÉES, COMICS, MANGAS",uploads/items/16.jpg
"BIBLIOCOLLEGE - LETTRES DE MON MOULIN, ALPHONSE DAUDET",livres,,,PIECES,5,Brand 1,11,47.00,TVA,20,Inclusive,35.25,10,9782011681539,10,,Percentage,25,47.00, HACHETTE EDUC,,, DAUDET ALPHONSE |  DAUDET-A |  XXX,,,,,18/10/2000,,,,,THÈME NON PRÉCISÉ,uploads/items/17.jpg
"BIBLIOCOLLEGE - L'ECOLE DES FEMMES, MOLIERE",livres,,,PIECES,5,Brand 1,11,47.00,TVA,20,Inclusive,35.25,10,9782011681171,10,,Percentage,25,47.00, HACHETTE EDUC,,, MOLIERE |  XXX,,,,,01/09/2000,,,,,THÈME NON PRÉCISÉ,uploads/items/18.jpg
"BIBLIOLYCEE - LES MISERABLES, VICTOR HUGO",livres,,,PIECES,5,Brand 1,11,76.00,TVA,20,Inclusive,57,10,9782011689962,10,,Percentage,25,76.00, HACHETTE EDUC,,, HUGO VICTOR |  HUGO-V+LEROUGE-C |  XXX,,,,,15/07/2004,,,,,THÈME NON PRÉCISÉ,uploads/items/19.jpg
"BIBLIOCOLLEGE - POIL DE CAROTTE, JULES RENARD",livres,,,PIECES,5,Brand 1,11,47.00,TVA,20,Inclusive,35.25,10,9782011682253,10,,Percentage,25,47.00, HACHETTE EDUC,,, RENARD JULES |  RENARD-J+MANDOPOULOS |  XXX,,,,,25/04/2001,,,,,THÈME NON PRÉCISÉ,uploads/items/20.jpg
"BIBLIOLYCEE - CLAUDE GUEUX, VICTOR HUGO",livres,,,PIECES,5,Brand 1,11,49.00,TVA,20,Inclusive,36.75,10,9782011691934,10,,Percentage,25,49.00, HACHETTE EDUC,,, HUGO VICTOR |  HUGO+LOUET-B |  XXX,,,,,05/04/2006,,,,,THÈME NON PRÉCISÉ,uploads/items/21.jpg
"BIBLIOCOLLEGE - NOUVELLES POLICIERES, AGATHA CHRISTIE",livres,,,PIECES,5,Brand 1,11,47.00,TVA,20,Inclusive,35.25,10,9782011679659,10,,Percentage,25,47.00, HACHETTE EDUC,,, CHRISTIE-A+GUINOISEA |  CHRISTIE AGATHA |  XXX,,,,,17/05/2000,,,,,THÈME NON PRÉCISÉ,uploads/items/22.jpg
"BIBLIOCOLLEGE - LE GRAND MEAULNES, ALAIN FOURNIER",livres,,,PIECES,5,Brand 1,11,62.00,TVA,20,Inclusive,46.5,10,9782012814608,10,,Percentage,25,62.00, HACHETTE EDUC,,, ALAIN-FOURNIER |  ALAIN-FOURNIER+DE LI |  XXX,,,,,21/04/2010,,,,,THÈME NON PRÉCISÉ,uploads/items/23.jpg
"BIBLIOCOLLEGE - TAMANGO, PROSPER MERIMEE",livres,,,PIECES,5,Brand 1,11,47.00,TVA,20,Inclusive,35.25,10,9782011694775,10,,Percentage,25,47.00, HACHETTE EDUC,,, MERIMEE PROSPER |  MERIMEE-P+GUINOISEAU |  XXX,,,,,25/04/2007,,,,,THÈME NON PRÉCISÉ,uploads/items/24.jpg
"BIBLIOLYCEE - L'ASSOMMOIR, EMILE ZOLA",livres,,,PIECES,5,Brand 1,11,76.00,TVA,20,Inclusive,57,10,9782012814677,10,,Percentage,25,76.00, HACHETTE EDUC,,, ZOLA EMILE |  ZOLA+AUTIQUET-A |  XXX,,,,,10/08/2011,,,,,THÈME NON PRÉCISÉ,uploads/items/25.jpg
"BIBLIOLYCEE - LE PERE GORIOT, BALZAC",livres,,,PIECES,5,Brand 1,11,76.00,TVA,20,Inclusive,57,10,9782012814684,10,,Percentage,25,76.00, HACHETTE EDUC,,, BALZAC HONORE |  BALZAC+BREMOND-V |  XXX,,,,,11/01/2012,,,,,THÈME NON PRÉCISÉ,uploads/items/1.jpg
"BIBLIOLYCEE - MADAME BOVARY, GUSTAVE FLAUBERT",livres,,,PIECES,5,Brand 1,11,62.00,TVA,20,Inclusive,46.5,10,9782013949514,10,,Percentage,25,62.00, HACHETTE EDUC,,, FLAUBERT GUSTAVE |  DE LISLE-I |  XXX |  FLAUBERT,,,,,20/08/2014,,,,,PARASCOLAIRE,uploads/items/2.jpg
"BIBLIOCOLLEGE - L'AVARE, MOLIERE",livres,,,PIECES,5,Brand 1,11,47.00,TVA,20,Inclusive,35.25,10,9782012706132,10,,Percentage,25,47.00, HACHETTE EDUC,,, MOLIERE |  DELISLE-I |  XXX,,,,,26/08/2015,,,,,PARASCOLAIRE,uploads/items/3.jpg
"BIBLIOCOLLEGE - L'ILE AU TRESOR, STEVENSON",livres,,,PIECES,5,Brand 1,11,47.00,TVA,20,Inclusive,35.25,10,9782013949668,10,,Percentage,25,47.00, HACHETTE EDUC,,, STEVENSON R L. |  STEVENSON-R+LANDAT-J |  XXX |  STEVENSON/LANDAT,,,,,24/08/2016,,,,,THÈME NON PRÉCISÉ,uploads/items/4.jpg
"BIBLIOCOLLEGE - LA VENUS D'ILLE, PROSPER MERIMEE",livres,,,PIECES,5,Brand 1,11,47.00,TVA,20,Inclusive,35.25,10,9782013949644,10,,Percentage,25,47.00, HACHETTE EDUC,,, MERIMEE PROSPER |  COLLECTIF |  XXX |  MERIMEE/GROSSIR,,,,,25/01/2017,,,,,THÈME NON PRÉCISÉ,uploads/items/5.jpg
"BIBLIOCOLLEGE - ALICE AU PAYS DES MERVEILLES, LEWIS CARROLL",livres,,,PIECES,5,Brand 1,11,47.00,TVA,20,Inclusive,35.25,10,9782013949729,10,,Percentage,25,47.00, HACHETTE EDUC,,, CARROLL LEWIS |  CAROLL LEWIS |  XXX |  CARROLL/LISLE |  CAROLL-L+DE LISLE-I,,,,,05/04/2017,,,,,LITTÉRATURE GÉNÉRALE,uploads/items/6.jpg
"BIBLIOCOLLEGE - LE BOURGEOIS GENTILHOMME, MOLIERE",livres,,,PIECES,5,Brand 1,11,47.00,TVA,20,Inclusive,35.25,10,9782013949750,10,,Percentage,25,47.00, HACHETTE EDUC,,, MOLIERE |  MOLIERE+MENEU-C |  XXX |  MOLIERE/MENEU,,,,,07/06/2017,,,,,LITTÉRATURE GÉNÉRALE,uploads/items/7.jpg
"BIBLIOCOLLEGE - CLAUDE GUEUX, VICTOR HUGO",livres,,,PIECES,5,Brand 1,11,47.00,TVA,20,Inclusive,35.25,10,9782013949934,10,,Percentage,25,47.00, HACHETTE EDUC,,, HUGO VICTOR |  XXX,,,,,31/01/2018,,,,,LITTÉRATURE GÉNÉRALE,uploads/items/8.jpg
"BIBLIOLYCEE - ANDROMAQUE, RACINE",livres,,,PIECES,5,Brand 1,11,49.00,TVA,20,Inclusive,36.75,10,9782017064534,10,,Percentage,25,49.00, HACHETTE EDUC,,, RACINE/MARIN,,,,,22/05/2019,,,,,LITTÉRATURE GÉNÉRALE,uploads/items/9.jpg
"BIBLIOCOLLEGE - LE MALADE IMAGINAIRE, MOLIERE",livres,,,PIECES,5,Brand 1,11,47.00,TVA,20,Inclusive,35.25,10,9782017064572,10,,Percentage,25,47.00, HACHETTE EDUC,,, MOLIERE/LISLE,,,,,27/02/2019,,,,,LITTÉRATURE GÉNÉRALE,uploads/items/10.jpg
"BIBLIOCOLLEGE - UN COEUR SIMPLE, FLAUBERT",livres,,,PIECES,5,Brand 1,11,47.00,TVA,20,Inclusive,35.25,10,9782013949972,10,,Percentage,25,47.00, HACHETTE EDUC,,, FLAUBERT GUSTAVE,,,,,31/10/2018,,,,,LITTÉRATURE GÉNÉRALE,uploads/items/11.jpg
"BIBLIOLYCEE - L'ECOLE DES FEMMES, MOLIERE - PARCOURS COMEDIE ET SATIRE (TEXTE INTEGRAL)",livres,,,PIECES,5,Brand 1,11,49.00,TVA,20,Inclusive,36.75,10,9782017064671,10,,Percentage,25,49.00, HACHETTE EDUC,,, XXX |  MOLIERE/LISLE,,,,,22/05/2019,,,,,LITTÉRATURE GÉNÉRALE,uploads/items/12.jpg
"BIBLIOCOLLEGE - LES MISERABLES, VICTOR HUGO",livres,,,PIECES,5,Brand 1,11,62.00,TVA,20,Inclusive,46.5,10,9782017120841,10,,Percentage,25,62.00, HACHETTE EDUC,,, DE RAPHELIS SEVERINE,,,,,10/06/2020,,,,,PARASCOLAIRE,uploads/items/13.jpg
"BIBLIOCOLLEGE - LE CID, CORNEILLE",livres,,,PIECES,5,Brand 1,11,47.00,TVA,20,Inclusive,35.25,10,9782017132974,10,,Percentage,25,47.00, HACHETTE EDUC,,, CORNEILLE,,,,,09/06/2021,,,,,PARASCOLAIRE,uploads/items/14.jpg
BIBLIOCOLLEGE ODYSSEE (HOMERE),livres,,,PIECES,5,Brand 1,11,47.00,TVA,20,Inclusive,35.25,10,9782017166894,10,,Percentage,25,47.00, HACHETTE EDUC,,, HOMERE |  HOMERE/LISLE,,,,,20/04/2022,,,,,THÈME NON PRÉCISÉ,uploads/items/15.jpg
"BIBLIOCOLLEGE - LES FOURBERIES DE SCAPIN, MOLIERE",livres,,,PIECES,5,Brand 1,11,47.00,TVA,20,Inclusive,35.25,10,9782017166955,10,,Percentage,25,47.00, HACHETTE EDUC,,, MOLIERE/GRENON/MENEU,,,,,22/06/2022,,,,,PARASCOLAIRE,uploads/items/16.jpg
"BIBLIOCOLLEGE - CONTES, GRIMM",livres,,,PIECES,5,Brand 1,11,47.00,TVA,20,Inclusive,35.25,10,9782011686848,10,,Percentage,25,47.00, HACHETTE EDUC,,, ROBINOT-M.H |  GRIMM FRERES |  XXX |  FRERES GRIMM,,,,,02/04/2003,,,,,THÈME NON PRÉCISÉ,uploads/items/17.jpg
"BIBLIOLYCEE - ON NE BADINE PAS AVEC L'AMOUR, ALFRED DE MUSSET",livres,,,PIECES,5,Brand 1,11,49.00,TVA,20,Inclusive,36.75,10,9782011686985,10,,Percentage,25,49.00, HACHETTE EDUC,,, MUSSET (DE) ALFRED |  LE SCANFF |  XXX |  MUSSET ALFRED,,,,,30/04/2003,,,,,THÈME NON PRÉCISÉ,uploads/items/18.jpg
"BIBLIOCOLLEGE - L'ENFANT, JULES VALLES",livres,,,PIECES,5,Brand 1,11,62.00,TVA,20,Inclusive,46.5,10,9782011692009,10,,Percentage,25,62.00, HACHETTE EDUC,,, VALLES JULES |  VALL S+LOUET-B |  XXX |  VALLES+LOUET-B,,,,,16/08/2006,,,,,THÈME NON PRÉCISÉ,uploads/items/19.jpg
